SubjID,L_bankssts_surfavg,L_caudalanteriorcingulate_surfavg,L_caudalmiddlefrontal_surfavg,L_cuneus_surfavg,L_entorhinal_surfavg,L_fusiform_surfavg,L_inferiorparietal_surfavg,L_inferiortemporal_surfavg,L_isthmuscingulate_surfavg,L_lateraloccipital_surfavg,L_lateralorbitofrontal_surfavg,L_lingual_surfavg,L_medialorbitofrontal_surfavg,L_middletemporal_surfavg,L_parahippocampal_surfavg,L_paracentral_surfavg,L_parsopercularis_surfavg,L_parsorbitalis_surfavg,L_parstriangularis_surfavg,L_pericalcarine_surfavg,L_postcentral_surfavg,L_posteriorcingulate_surfavg,L_precentral_surfavg,L_precuneus_surfavg,L_rostralanteriorcingulate_surfavg,L_rostralmiddlefrontal_surfavg,L_superiorfrontal_surfavg,L_superiorparietal_surfavg,L_superiortemporal_surfavg,L_supramarginal_surfavg,L_frontalpole_surfavg,L_temporalpole_surfavg,L_transversetemporal_surfavg,L_insula_surfavg,R_bankssts_surfavg,R_caudalanteriorcingulate_surfavg,R_caudalmiddlefrontal_surfavg,R_cuneus_surfavg,R_entorhinal_surfavg,R_fusiform_surfavg,R_inferiorparietal_surfavg,R_inferiortemporal_surfavg,R_isthmuscingulate_surfavg,R_lateraloccipital_surfavg,R_lateralorbitofrontal_surfavg,R_lingual_surfavg,R_medialorbitofrontal_surfavg,R_middletemporal_surfavg,R_parahippocampal_surfavg,R_paracentral_surfavg,R_parsopercularis_surfavg,R_parsorbitalis_surfavg,R_parstriangularis_surfavg,R_pericalcarine_surfavg,R_postcentral_surfavg,R_posteriorcingulate_surfavg,R_precentral_surfavg,R_precuneus_surfavg,R_rostralanteriorcingulate_surfavg,R_rostralmiddlefrontal_surfavg,R_superiorfrontal_surfavg,R_superiorparietal_surfavg,R_superiortemporal_surfavg,R_supramarginal_surfavg,R_frontalpole_surfavg,R_temporalpole_surfavg,R_transversetemporal_surfavg,R_insula_surfavg,LThickness,RThickness,LSurfArea,RSurfArea,ICV
UM_50382,1062,563,2964,1300,441,3206,4734,3154,1033,4469,2453,3181,1953,2841,737,1369,1673,640,1448,1227,4228,1069,5241,4167,871,7223,8182,6025,3662,4169,252,450,458,2649,1035,1067,2158,1428,523,3036,6239,3133,1084,4247,2619,2904,1894,3212,702,1918,1394,881,2108,1447,3777,1311,5314,4142,821,7161,7061,5906,3445,3034,356,550,328,2440,2.51224,2.53173,89093.7,88675,1.6678e+06
UM_50383,883,563,2683,1380,359,3742,4912,3276,937,5539,2331,2772,1724,2818,688,1516,1591,706,1291,1263,5041,1421,5012,3959,785,6861,7830,6611,3883,4708,213,428,501,2044,891,884,1958,1500,324,3750,6197,2484,900,5137,2567,3233,1398,3445,737,1727,1666,868,1372,1374,4655,1274,5337,4085,868,6457,7517,6422,3660,3957,328,241,342,2061,2.41091,2.44483,90270,89618.3,1.38771e+06
UM_50385,899,546,2707,1586,415,3806,5101,3021,1148,5552,2846,3528,1798,3088,716,1503,1586,637,1339,1466,5223,1433,5559,4305,835,5848,7110,7534,3951,4179,226,524,582,2327,915,780,2558,1699,419,3718,5172,3558,1170,5387,2637,3823,1968,3327,630,1615,1245,856,1555,1785,4957,1689,5624,4199,596,5952,7422,5835,4032,5094,271,289,478,2154,2.61431,2.60345,92924,93408.5,1.58583e+06
UM_50386,980,820,2698,2016,438,3010,5738,4127,1133,6239,2841,3258,2602,4138,901,1621,1991,815,1367,2031,4909,1255,5416,4476,942,8646,8027,6744,3983,4461,212,525,509,2242,1052,1087,3028,2101,264,4347,7161,4219,1104,4930,2871,3791,2304,4342,938,1715,1441,952,1575,2014,5093,1674,6134,4344,800,8060,7703,6938,4127,4079,398,396,422,2292,2.58327,2.61267,101110,103696,1.7732e+06
UM_50387,1011,606,2429,1595,373,3806,4823,3793,1109,5699,2493,3913,1804,3009,716,1440,1773,675,1306,1510,4218,1147,5281,4958,752,6501,8218,6102,3726,4360,227,552,648,2072,847,961,1848,1830,312,3489,6275,3334,946,5599,2210,3624,1790,2615,803,1510,1342,888,1544,1515,4109,1417,5254,4773,788,6384,7210,6653,3303,4205,262,329,328,1794,2.58321,2.56792,92647.4,90091.5,1.54961e+06
UM_50388,1146,474,2368,1261,505,3837,4760,3355,1197,5806,2616,3707,1759,3288,886,1555,2095,737,1570,1571,4146,1006,5281,4260,842,5724,8862,6878,4286,4368,219,513,480,2678,792,636,2084,1830,246,3738,6449,3034,1063,5738,2474,3698,2046,3419,809,1821,1704,798,1848,1923,4578,1238,5674,4524,768,6496,8032,6554,3579,3422,397,396,333,2225,2.4936,2.47828,94034.1,94365.3,1.66732e+06
UM_50390,1201,565,2110,1522,485,3298,5222,3239,1137,4685,2965,3643,2213,2717,632,1455,1646,661,1164,1474,4649,966,5273,4303,740,6052,8159,6154,3802,4825,263,541,463,2135,894,561,2142,1619,287,3500,6551,2954,852,4545,2720,2955,2168,3074,663,1639,1409,826,1633,1634,4185,1026,5530,4000,608,5936,8082,5834,3137,4068,330,388,368,1975,2.71577,2.71759,90358.1,88094.2,1.56555e+06
UM_50391,1134,793,2969,1637,435,3097,4824,3899,889,4870,2925,3436,2515,3364,717,1393,1669,730,1455,1379,4586,1496,5766,4221,888,7151,8229,6689,4147,3725,220,488,535,2269,936,968,2697,1528,211,3393,5812,3889,1024,4403,3015,3116,2241,4169,781,1597,1865,1068,1503,1592,3750,1539,5721,4270,640,7674,7668,6238,3753,3877,281,440,351,2244,2.57051,2.58477,94540.7,94253.6,1.68664e+06
UM_50397,882,561,1954,1344,557,3237,4320,3646,985,4540,2849,2943,1782,3030,912,1346,1465,793,1242,1144,3642,1234,5625,3543,693,6017,6816,4858,4005,3717,202,526,491,1940,898,655,1733,1432,246,2675,4839,3055,882,4559,2441,3165,1649,3185,646,1483,1489,849,1617,1262,3933,1159,5369,3193,599,5672,6851,4909,2956,3085,318,384,343,1862,2.59683,2.59307,82841.3,79394.5,1.48765e+06
UM_50399,818,717,2475,1219,480,2797,3538,2996,783,4986,2789,2666,2069,2183,648,1355,1801,733,1241,1125,3620,1067,5633,3416,762,5427,6943,5421,3506,3521,232,476,470,1926,666,634,2635,1209,410,3294,3962,2853,1010,4454,2997,2933,1555,2676,563,1699,1394,888,1330,1409,3734,1105,5907,3679,603,5712,6753,5270,3082,3287,269,435,378,2126,2.53022,2.48488,79843.4,80909.8,1.56171e+06
UM_50402,1337,595,2175,1303,350,2752,4371,2169,1125,4186,2130,2208,1721,2241,775,1448,1572,545,1123,968,4354,1145,4911,4076,701,5072,7268,5189,3086,3498,262,486,403,2084,1057,603,2708,1355,442,2643,4972,2725,914,4437,2081,2471,1626,3104,608,1793,1269,623,1384,1133,4229,991,5434,4453,443,6017,7304,4726,4201,3639,271,370,368,2058,2.57906,2.54059,77629.3,82454.3,1.36351e+06
UM_50403,1160,653,2728,1423,418,3075,5237,3266,1279,5579,2416,3236,2341,2516,803,1882,2354,624,1638,1375,4832,1350,5441,4547,750,6595,9481,5695,4006,4802,246,461,485,2438,1025,667,2400,1214,345,2864,6820,3051,1520,5647,3273,2935,2406,4099,638,2094,2492,1120,2346,1314,4444,1303,6665,3327,674,5886,10363,4944,4434,5329,364,567,471,3039,2.39417,2.36105,95131.3,100083,1.81395e+06
UM_50404,848,396,1685,952,270,1501,3035,1851,646,3933,1565,1656,1223,1958,454,997,1615,475,1094,917,3036,716,3026,2870,595,3578,4765,3294,2460,2533,168,334,330,1524,919,544,1438,1224,315,1798,4679,2013,684,3124,1789,2143,1142,2570,486,895,971,590,1153,935,3781,761,3583,3018,475,3903,4633,4088,2980,2846,283,350,284,1730,2.48394,2.48773,56302.2,62128.2,1.02808e+06
UM_50405,767,484,2715,1520,313,2828,4109,3590,1049,4226,2482,2983,1926,3008,721,1884,1373,673,1025,1380,4224,1196,5729,3918,812,6331,7989,5356,3599,3676,183,509,445,2205,1338,824,2778,1409,441,2992,5986,3241,974,4885,2450,2643,1896,3755,720,2157,1260,837,1403,1312,3851,1284,5889,3782,717,6594,7787,5350,4137,3364,253,457,325,2589,2.44022,2.3542,85227.6,89680.5,1.59003e+06
UM_50406,1046,711,2492,1244,424,3536,4854,3561,858,5273,2329,2808,2200,3214,759,1623,1375,674,1224,1130,4094,1059,5524,4146,914,6269,8056,6690,3945,4132,241,517,386,2294,1140,909,2070,1724,499,3120,5752,3171,1088,6064,2259,3036,1649,3943,670,1706,1394,651,1510,1495,4804,1121,5366,4175,864,6231,8224,6385,3723,4243,283,538,312,2310,2.45376,2.38507,89603.4,92429.1,1.64301e+06
UM_50407,905,456,2645,1418,311,2446,3103,2915,736,4001,1894,2380,1748,2708,654,1648,1657,552,1209,1227,3779,804,4196,3666,649,5063,6233,4767,3695,3708,239,430,513,1718,828,547,2682,1360,342,2280,4335,2641,867,4207,1951,2949,1569,3449,631,1827,1130,703,941,1183,3906,943,4757,3196,635,5394,6854,4639,3746,3333,289,426,410,1820,2.32375,2.2617,74073.6,76771.9,1.30149e+06
UM_50408,1016,405,2612,1667,361,3406,4832,3594,1085,5670,2398,2756,2094,3466,709,1509,2313,896,1328,1142,5075,1068,4996,4169,861,5728,8188,6398,4143,3783,200,559,506,2161,1135,784,1995,1617,290,3377,6437,4034,953,5659,2432,3434,1674,4024,977,2001,1867,865,2214,1263,4246,983,5256,4767,720,6665,7126,6433,3559,4348,438,683,432,2353,2.5172,2.43092,91095.8,95041.9,1.69091e+06
UM_50410,1290,545,3327,1360,371,2637,4900,3589,1081,5169,2157,2032,1949,3241,820,1639,1561,630,1539,1621,4347,1259,5378,2888,943,7112,8450,5704,4445,4363,250,494,464,2266,996,746,3011,1281,455,2837,5707,3120,940,4265,2379,2841,1686,3593,871,1723,1316,665,1557,964,4310,957,5612,4020,656,6147,8246,5044,3703,3288,344,410,385,2367,2.30814,2.31596,89821,86441.3,1.67211e+06
UM_50411,1386,872,3394,1583,506,3811,6868,3891,1053,6276,2792,3183,2114,4174,749,1918,1587,813,1391,1306,5598,1293,6410,4819,1239,8455,9722,6683,4739,4280,397,556,491,2587,1569,669,3689,1760,407,3611,7798,4405,1004,7054,2901,2942,2119,4990,732,2293,1622,1014,1535,824,5123,1308,6671,4356,828,8860,10198,5355,5013,4564,471,369,450,2431,2.43018,2.41292,106937,108935,1.85504e+06
UM_50412,1084,519,2269,1540,562,3105,5048,3528,973,4695,2364,2708,1372,2901,782,1217,2067,702,1396,1097,4681,1107,4712,3726,748,5581,7891,5921,4227,4395,211,581,531,1999,1194,522,2473,1548,449,3770,5508,3818,1106,4289,2003,3375,1461,3656,650,1791,2001,723,1500,1348,4851,1278,5455,4339,524,6090,7075,5402,4280,4484,264,380,421,2349,2.5013,2.42599,86240.8,90375.5,1.55403e+06
UM_50413,1077,648,2437,1347,500,3430,4827,3960,1007,4623,2632,2868,1897,3440,852,1623,1917,671,1435,951,4400,1138,5848,3640,730,6204,7002,5845,4128,3840,244,530,542,2271,1152,1129,2374,1509,352,3029,5032,3022,992,4726,2489,2573,1675,3450,775,1915,1457,732,1628,1032,3935,1399,5146,3699,878,5587,7056,5014,4091,4384,286,407,344,2066,2.58748,2.57288,88502.6,85334.9,1.5539e+06
UM_50414,802,717,2250,1142,424,3699,3814,2934,840,6484,2407,1867,1649,2784,636,1401,2166,586,1336,1363,5121,1209,3959,2830,959,4881,7384,6395,4352,3087,202,405,554,2317,861,627,2179,1492,419,2705,6031,2594,936,4318,2418,2427,1751,3390,559,1487,1637,855,1961,1069,4157,1043,4840,3744,497,5876,7851,4970,4248,3830,350,472,435,2532,2.47475,2.38404,82954.6,84558.3,1.35772e+06
