SubjID,L_bankssts_surfavg,L_caudalanteriorcingulate_surfavg,L_caudalmiddlefrontal_surfavg,L_cuneus_surfavg,L_entorhinal_surfavg,L_fusiform_surfavg,L_inferiorparietal_surfavg,L_inferiortemporal_surfavg,L_isthmuscingulate_surfavg,L_lateraloccipital_surfavg,L_lateralorbitofrontal_surfavg,L_lingual_surfavg,L_medialorbitofrontal_surfavg,L_middletemporal_surfavg,L_parahippocampal_surfavg,L_paracentral_surfavg,L_parsopercularis_surfavg,L_parsorbitalis_surfavg,L_parstriangularis_surfavg,L_pericalcarine_surfavg,L_postcentral_surfavg,L_posteriorcingulate_surfavg,L_precentral_surfavg,L_precuneus_surfavg,L_rostralanteriorcingulate_surfavg,L_rostralmiddlefrontal_surfavg,L_superiorfrontal_surfavg,L_superiorparietal_surfavg,L_superiortemporal_surfavg,L_supramarginal_surfavg,L_frontalpole_surfavg,L_temporalpole_surfavg,L_transversetemporal_surfavg,L_insula_surfavg,R_bankssts_surfavg,R_caudalanteriorcingulate_surfavg,R_caudalmiddlefrontal_surfavg,R_cuneus_surfavg,R_entorhinal_surfavg,R_fusiform_surfavg,R_inferiorparietal_surfavg,R_inferiortemporal_surfavg,R_isthmuscingulate_surfavg,R_lateraloccipital_surfavg,R_lateralorbitofrontal_surfavg,R_lingual_surfavg,R_medialorbitofrontal_surfavg,R_middletemporal_surfavg,R_parahippocampal_surfavg,R_paracentral_surfavg,R_parsopercularis_surfavg,R_parsorbitalis_surfavg,R_parstriangularis_surfavg,R_pericalcarine_surfavg,R_postcentral_surfavg,R_posteriorcingulate_surfavg,R_precentral_surfavg,R_precuneus_surfavg,R_rostralanteriorcingulate_surfavg,R_rostralmiddlefrontal_surfavg,R_superiorfrontal_surfavg,R_superiorparietal_surfavg,R_superiortemporal_surfavg,R_supramarginal_surfavg,R_frontalpole_surfavg,R_temporalpole_surfavg,R_transversetemporal_surfavg,R_insula_surfavg,LThickness,RThickness,LSurfArea,RSurfArea,ICV
Leuven_50722,883,566,1956,1316,399,3268,4529,3015,921,4984,2358,3221,1466,2738,724,1171,1844,492,1213,1452,4131,1116,4549,3631,785,5365,7583,5263,3598,3675,232,393,410,1931,853,799,2115,1454,364,3366,4884,2542,952,4442,2076,3161,1709,3242,715,1284,1329,737,1455,1602,4085,1278,4469,3704,712,5278,7327,5384,3340,3744,297,388,308,1794,2.65774,2.63951,81178.8,81188.9,1.38525e+06
Leuven_50723,1078,619,1908,1411,341,3058,3829,3077,820,4833,2651,3071,1473,2818,674,1303,1677,660,1290,1460,3872,1013,4459,3627,549,4679,6520,5292,3467,3693,180,473,443,1779,967,670,1878,1481,373,2824,5329,3218,783,3766,1956,3182,1587,3391,547,1315,1411,777,1491,1530,3613,1147,4176,3519,624,5200,6585,6322,3308,3221,285,519,239,1893,2.59201,2.58439,78093.8,79127.5,1.22968e+06
Leuven_50724,1076,644,2404,1733,361,4003,4321,3067,1183,5943,3030,3567,1812,3271,769,1378,1819,660,1348,1631,4251,1273,5343,4053,947,7330,7865,6100,4440,4606,190,459,603,1991,1057,869,2454,1793,321,3736,6234,2678,1156,4880,2696,3351,2110,3644,915,1761,1704,874,1623,1773,4165,1445,4957,4424,714,6405,7799,6481,4097,4303,285,425,351,2248,2.5971,2.5524,93474.7,93731.5,1.60144e+06
Leuven_50725,1228,564,3006,1470,362,3693,5040,3452,1595,4100,2623,3157,1818,3481,772,1756,1703,647,1588,1147,4907,1391,5931,4393,1062,6608,8299,7375,4106,5384,294,471,509,2091,1012,689,2321,1629,271,3942,6535,3936,966,4779,2436,2502,1978,3719,783,2235,1976,814,1554,1383,4676,1584,6138,4328,653,6763,8481,6263,3880,3937,342,429,410,2236,2.43005,2.47857,96023.5,95578.8,1.72045e+06
Leuven_50726,1345,779,3125,1473,374,3738,6240,4170,1023,5310,2893,3276,1646,3771,890,1498,1460,739,1312,1256,5152,1518,5045,3998,1013,6282,7837,5520,4313,3933,242,510,461,2038,1203,688,2844,1666,197,3562,6931,4167,972,4775,2759,3316,1951,4182,753,1623,1463,867,1533,1476,4207,1404,5473,4175,678,6713,7476,5932,3817,4370,313,403,431,2333,2.62671,2.62203,94181.9,94653.9,1.38531e+06
Leuven_50727,1039,794,3165,1634,308,3001,5079,3667,1052,4486,2781,3081,1775,3278,641,1489,1678,624,1411,1283,4102,1198,4896,3609,790,6067,8212,5118,3712,3703,230,433,451,2144,869,597,2425,1488,298,3391,5819,2775,810,4545,2584,3055,2073,3354,683,1594,1402,748,1872,1240,3824,1243,5132,3853,585,7088,7884,5446,3942,4485,363,438,340,2112,2.6163,2.59507,86930.9,88354.2,1.52065e+06
Leuven_50728,998,561,2547,1373,315,2649,4325,2924,729,4064,2849,2590,1556,3321,679,1599,1737,639,1454,1115,3904,1218,4520,3138,709,6069,7379,4797,3845,3548,230,368,373,2300,957,835,2316,1480,226,2601,5121,2480,783,4104,2404,2533,1803,3188,601,1600,1380,709,1894,1346,3645,1319,4470,3403,621,6217,7549,4556,3669,3258,341,311,384,1947,2.64962,2.65306,80422.6,80049.4,1.32496e+06
Leuven_50730,1052,556,1934,1297,436,3524,5151,2912,1214,4773,2537,2622,1401,2724,700,1341,2047,689,1834,974,3818,1080,4915,4562,837,5031,7247,5361,3669,3543,168,473,465,2074,856,892,2035,1595,361,3383,4775,3237,779,4484,2141,2882,1750,3324,620,1828,1403,808,1524,1329,4158,1129,4805,5262,807,5154,7733,5135,3254,3875,350,440,426,2068,2.5264,2.60548,82960.9,84601.6,1.45214e+06
Leuven_50731,1365,795,2384,1470,399,3825,4578,3936,1105,5437,2940,2908,2032,4039,741,1526,2012,708,1854,1302,4527,1463,4916,4322,1098,7120,7930,6925,4646,4284,203,493,519,2466,923,777,2091,1551,186,3519,6055,3710,852,5965,3164,3032,2016,3915,811,1884,1711,916,1669,1498,4458,1470,5367,4355,762,6894,8098,6221,4345,4310,293,417,506,2331,2.45325,2.34628,96268,96069.2,1.78891e+06
Leuven_50732,1008,615,2721,1702,373,3559,5680,3856,1835,5793,2777,3416,2011,3597,831,1385,1796,792,1356,1395,4912,1761,5463,4214,910,6914,8076,5501,4528,4840,260,582,354,2264,1173,729,2669,1659,311,3669,6174,3429,1171,5539,2507,3322,2139,3851,833,1699,1396,808,1486,1307,5015,1449,5919,4928,594,6184,8470,5407,4188,4499,372,465,403,2203,2.56534,2.5378,97080.4,95967.8,1.72594e+06
