SubjID,L_bankssts_surfavg,L_caudalanteriorcingulate_surfavg,L_caudalmiddlefrontal_surfavg,L_cuneus_surfavg,L_entorhinal_surfavg,L_fusiform_surfavg,L_inferiorparietal_surfavg,L_inferiortemporal_surfavg,L_isthmuscingulate_surfavg,L_lateraloccipital_surfavg,L_lateralorbitofrontal_surfavg,L_lingual_surfavg,L_medialorbitofrontal_surfavg,L_middletemporal_surfavg,L_parahippocampal_surfavg,L_paracentral_surfavg,L_parsopercularis_surfavg,L_parsorbitalis_surfavg,L_parstriangularis_surfavg,L_pericalcarine_surfavg,L_postcentral_surfavg,L_posteriorcingulate_surfavg,L_precentral_surfavg,L_precuneus_surfavg,L_rostralanteriorcingulate_surfavg,L_rostralmiddlefrontal_surfavg,L_superiorfrontal_surfavg,L_superiorparietal_surfavg,L_superiortemporal_surfavg,L_supramarginal_surfavg,L_frontalpole_surfavg,L_temporalpole_surfavg,L_transversetemporal_surfavg,L_insula_surfavg,R_bankssts_surfavg,R_caudalanteriorcingulate_surfavg,R_caudalmiddlefrontal_surfavg,R_cuneus_surfavg,R_entorhinal_surfavg,R_fusiform_surfavg,R_inferiorparietal_surfavg,R_inferiortemporal_surfavg,R_isthmuscingulate_surfavg,R_lateraloccipital_surfavg,R_lateralorbitofrontal_surfavg,R_lingual_surfavg,R_medialorbitofrontal_surfavg,R_middletemporal_surfavg,R_parahippocampal_surfavg,R_paracentral_surfavg,R_parsopercularis_surfavg,R_parsorbitalis_surfavg,R_parstriangularis_surfavg,R_pericalcarine_surfavg,R_postcentral_surfavg,R_posteriorcingulate_surfavg,R_precentral_surfavg,R_precuneus_surfavg,R_rostralanteriorcingulate_surfavg,R_rostralmiddlefrontal_surfavg,R_superiorfrontal_surfavg,R_superiorparietal_surfavg,R_superiortemporal_surfavg,R_supramarginal_surfavg,R_frontalpole_surfavg,R_temporalpole_surfavg,R_transversetemporal_surfavg,R_insula_surfavg,LThickness,RThickness,LSurfArea,RSurfArea,ICV
UCLA_51291,1105,896,2471,1891,335,3988,4382,2546,812,5816,2587,3173,1878,3001,1030,1544,1689,673,1740,1774,4472,1078,5549,3800,949,6649,8455,6158,4803,3862,219,540,632,2293,808,767,2504,1737,282,4098,6165,2806,649,4959,2355,2951,1838,3083,896,1659,1466,790,1640,1797,4125,1122,5029,4255,758,7208,8700,5730,4281,4069,243,403,452,2541,2.64163,2.64048,92791,92165.1,1.68319e+06
UCLA_51292,802,359,1755,614,341,2778,4520,2537,1023,4487,1709,3129,1559,2680,643,996,1323,555,1234,803,3437,1004,4180,4055,425,4022,5828,4870,2649,3272,291,490,350,1801,993,644,2176,1066,171,2610,5535,2216,702,3907,1797,2372,1481,3122,690,1328,1184,680,1374,839,3035,932,3784,4520,565,4962,6379,4075,2807,3242,288,426,279,1976,2.59182,2.59478,70517.9,72156.8,1.36658e+06
UCLA_51293,1122,569,2276,1628,434,3496,5557,3227,914,5231,2240,3417,1336,3549,727,1408,1648,699,1655,1434,3744,1002,4769,3856,690,6900,7612,5321,3762,3428,199,374,539,1952,1006,861,1978,1696,358,3432,5887,2931,962,4927,2020,3201,1657,3617,697,1494,1442,698,1918,1497,3527,1444,4502,4048,732,6440,6783,5536,3528,3383,280,333,371,2003,2.48152,2.45484,86714.4,85187.2,1.21682e+06
UCLA_51294,1266,770,3407,1760,321,4254,5803,3950,1375,5663,3213,3597,2007,3982,872,1438,2760,659,2087,1779,5023,1352,5902,5163,1259,6834,9745,6773,5137,5118,242,568,639,3178,1218,1250,3048,1887,312,3847,7699,3815,1213,5912,3685,3357,2365,4405,678,1696,2049,964,2462,1879,5124,1874,5614,5121,1058,7677,9544,6885,4426,4525,346,508,393,2588,2.72865,2.6913,107896,109424,1.73073e+06
UCLA_51295,1128,544,2093,1087,383,3689,4722,3686,815,4738,2669,3252,1767,3394,723,1406,1954,579,1224,1152,4555,1137,4606,3685,689,6067,6826,5972,3698,4765,218,430,407,2166,989,559,1647,1371,458,3172,5874,3784,931,4310,2406,2987,1526,4019,601,1343,1305,824,1318,1181,4344,1025,5040,4264,579,6399,6434,5614,3376,4612,310,478,281,1995,2.76839,2.76289,86227.7,85355.8,1.48599e+06
UCLA_51298,1815,832,2912,1667,511,4111,5829,4694,1529,5931,3098,3339,1971,4180,830,1563,2196,760,2188,1831,4982,1308,5463,5364,1107,7949,9814,6051,4977,5856,227,521,703,3096,1559,1169,2999,1800,490,4323,7316,4154,1199,5329,3135,3641,2224,4552,766,1996,1908,865,2535,1938,5276,2241,5119,4976,958,7761,8788,5972,4200,5253,309,594,383,2558,2.81608,2.78762,109208,108287,1.69929e+06
UCLA_51299,1209,954,2436,1617,493,4265,4404,3780,1072,5064,2806,3355,1826,3372,694,1501,1449,740,1238,1408,4448,1648,5672,4651,1236,6197,8264,6082,4030,4763,291,573,407,2056,934,696,2312,1543,373,3833,5951,3447,956,5135,2676,3609,2032,3970,665,1945,2109,869,1712,1532,4417,1487,5228,4742,577,6459,8099,6680,3957,4426,384,379,401,2362,2.34535,2.38953,94000.7,95899.7,1.62376e+06
UCLA_51300,963,665,2891,1767,503,3960,4319,2893,951,6379,2862,3921,1667,2765,952,1519,1615,717,1292,1713,3984,1230,4892,4098,1001,6418,8215,5798,4078,4361,197,370,526,2159,1002,992,2341,1671,355,3293,5129,3520,972,4841,2745,3161,2084,3569,799,1832,1479,886,1507,1844,4167,1266,4681,3689,957,6404,7658,6392,3635,3908,288,414,346,2155,2.69557,2.73243,91641,89979.2,1.57759e+06
UCLA_51301,938,747,2363,1529,295,3244,4311,3470,1169,5035,2520,3172,1832,2896,916,1575,1688,566,1459,1424,4081,1558,4339,3910,980,7087,6989,5234,3422,4739,235,526,382,2189,973,1030,2317,1372,254,3064,5136,2798,1072,5346,2682,2995,2157,3684,835,1568,1279,730,1279,1510,3864,1500,4387,4266,746,6809,6942,5458,3617,4064,313,450,353,2097,2.61416,2.65044,86822.1,86947,1.57165e+06
UCLA_51302,1210,1046,2951,1704,551,4332,5592,3574,1461,5662,2670,4080,1993,3528,844,1534,1802,762,1363,1493,5237,1287,5424,4716,1019,6355,8622,5449,4513,4879,264,580,575,2423,919,922,2211,1738,446,3975,6943,3642,1100,5092,2659,3398,1954,4016,955,1884,1399,891,1502,1707,4735,1561,5467,5078,670,7214,8218,6253,4494,4896,321,561,518,2674,2.83302,2.81851,99496.3,100015,1.58351e+06
